"STATISTIC","Statistic","TLIST(A1)","Year","C02076V02508","Age","C02447V03042","School Programme","UNIT","VALUE"
"EDA42","Primary Pupils","2001","2001","-","All ages","110","All first level education institutions aided by the Department of Education and Skills","Number","439560"
"EDA42","Primary Pupils","2001","2001","-","All ages","111","Junior infants","Number","52643"
"EDA42","Primary Pupils","2001","2001","-","All ages","112","Senior infants","Number","51189"
"EDA42","Primary Pupils","2001","2001","-","All ages","113","1st class","Number","50818"
"EDA42","Primary Pupils","2001","2001","-","All ages","114","2nd class","Number","51766"
"EDA42","Primary Pupils","2001","2001","-","All ages","115","3rd class","Number","54033"
"EDA42","Primary Pupils","2001","2001","-","All ages","116","4th class","Number","54606"
"EDA42","Primary Pupils","2001","2001","-","All ages","117","5th class","Number","54063"
"EDA42","Primary Pupils","2001","2001","-","All ages","118","6th class","Number","54226"
"EDA42","Primary Pupils","2001","2001","-","All ages","121","Pupils with special needs in mainstream national schools","Number","9092"
"EDA42","Primary Pupils","2001","2001","-","All ages","122","Pupils in special national schools","Number","7124"
"EDA42","Primary Pupils","2001","2001","-","All ages","130","Pupils in private primary schools","Number","5222"
"EDA42","Primary Pupils","2002","2002","005","5 years","1","All first level school programmes","Number","53476"
"EDA42","Primary Pupils","2002","2002","005","5 years","11","All mainstream national school programmes","Number","51862"
"EDA42","Primary Pupils","2002","2002","005","5 years","110","All first level education institutions aided by the Department of Education and Skills","Number","52887"
"EDA42","Primary Pupils","2002","2002","005","5 years","111","Junior infants","Number","28957"
"EDA42","Primary Pupils","2002","2002","005","5 years","112","Senior infants","Number","22750"
"EDA42","Primary Pupils","2002","2002","005","5 years","113","1st class","Number","155"
"EDA42","Primary Pupils","2002","2002","005","5 years","114","2nd class","Number",""
"EDA42","Primary Pupils","2002","2002","005","5 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2002","2002","005","5 years","116","4th class","Number",""
"EDA42","Primary Pupils","2002","2002","005","5 years","117","5th class","Number",""
"EDA42","Primary Pupils","2002","2002","005","5 years","118","6th class","Number",""
"EDA42","Primary Pupils","2002","2002","005","5 years","121","Pupils with special needs in mainstream national schools","Number","850"
"EDA42","Primary Pupils","2002","2002","005","5 years","122","Pupils in special national schools","Number","175"
"EDA42","Primary Pupils","2002","2002","005","5 years","130","Pupils in private primary schools","Number","589"
"EDA42","Primary Pupils","2002","2002","006","6 years","1","All first level school programmes","Number","52562"
"EDA42","Primary Pupils","2002","2002","006","6 years","11","All mainstream national school programmes","Number","50727"
"EDA42","Primary Pupils","2002","2002","006","6 years","110","All first level education institutions aided by the Department of Education and Skills","Number","51935"
"EDA42","Primary Pupils","2002","2002","006","6 years","111","Junior infants","Number","594"
"EDA42","Primary Pupils","2002","2002","006","6 years","112","Senior infants","Number","28406"
"EDA42","Primary Pupils","2002","2002","006","6 years","113","1st class","Number","21410"
"EDA42","Primary Pupils","2002","2002","006","6 years","114","2nd class","Number","317"
"EDA42","Primary Pupils","2002","2002","006","6 years","115","3rd class","Number",""
"EDA42","Primary Pupils","2002","2002","006","6 years","116","4th class","Number",""
"EDA42","Primary Pupils","2002","2002","006","6 years","117","5th class","Number",""
"EDA42","Primary Pupils","2002","2002","006","6 years","118","6th class","Number",""
"EDA42","Primary Pupils","2002","2002","006","6 years","121","Pupils with special needs in mainstream national schools","Number","940"
"EDA42","Primary Pupils","2002","2002","006","6 years","122","Pupils in special national schools","Number","268"
"EDA42","Primary Pupils","2002","2002","006","6 years","130","Pupils in private primary schools","Number","627"
"EDA42","Primary Pupils","2002","2002","007","7 years","1","All first level school programmes","Number","51863"
"EDA42","Primary Pupils","2002","2002","007","7 years","11","All mainstream national school programmes","Number","49956"
"EDA42","Primary Pupils","2002","2002","007","7 years","110","All first level education institutions aided by the Department of Education and Skills","Number","51257"
"EDA42","Primary Pupils","2002","2002","007","7 years","111","Junior infants","Number","20"
"EDA42","Primary Pupils","2002","2002","007","7 years","112","Senior infants","Number","945"
"EDA42","Primary Pupils","2002","2002","007","7 years","113","1st class","Number","28161"
"EDA42","Primary Pupils","2002","2002","007","7 years","114","2nd class","Number","20568"
"EDA42","Primary Pupils","2002","2002","007","7 years","115","3rd class","Number","262"
"EDA42","Primary Pupils","2002","2002","007","7 years","116","4th class","Number",""
"EDA42","Primary Pupils","2002","2002","007","7 years","117","5th class","Number",""
"EDA42","Primary Pupils","2002","2002","007","7 years","118","6th class","Number",""
"EDA42","Primary Pupils","2002","2002","007","7 years","121","Pupils with special needs in mainstream national schools","Number","1005"
"EDA42","Primary Pupils","2002","2002","007","7 years","122","Pupils in special national schools","Number","296"
"EDA42","Primary Pupils","2002","2002","007","7 years","130","Pupils in private primary schools","Number","606"
"EDA42","Primary Pupils","2002","2002","008","8 years","1","All first level school programmes","Number","53070"
"EDA42","Primary Pupils","2002","2002","008","8 years","11","All mainstream national school programmes","Number","51068"
"EDA42","Primary Pupils","2002","2002","008","8 years","110","All first level education institutions aided by the Department of Education and Skills","Number","52416"
"EDA42","Primary Pupils","2002","2002","008","8 years","111","Junior infants","Number","3"
"EDA42","Primary Pupils","2002","2002","008","8 years","112","Senior infants","Number","30"
"EDA42","Primary Pupils","2002","2002","008","8 years","113","1st class","Number","1369"
"EDA42","Primary Pupils","2002","2002","008","8 years","114","2nd class","Number","28444"
"EDA42","Primary Pupils","2002","2002","008","8 years","115","3rd class","Number","20845"
"EDA42","Primary Pupils","2002","2002","008","8 years","116","4th class","Number","377"
"EDA42","Primary Pupils","2002","2002","008","8 years","117","5th class","Number",""
"EDA42","Primary Pupils","2002","2002","008","8 years","118","6th class","Number",""
"EDA42","Primary Pupils","2002","2002","008","8 years","121","Pupils with special needs in mainstream national schools","Number","993"
"EDA42","Primary Pupils","2002","2002","008","8 years","122","Pupils in special national schools","Number","355"
"EDA42","Primary Pupils","2002","2002","008","8 years","130","Pupils in private primary schools","Number","654"
"EDA42","Primary Pupils","2002","2002","009","9 years","1","All first level school programmes","Number","54836"
"EDA42","Primary Pupils","2002","2002","009","9 years","11","All mainstream national school programmes","Number","52446"
"EDA42","Primary Pupils","2002","2002","009","9 years","110","All first level education institutions aided by the Department of Education and Skills","Number","54106"
"EDA42","Primary Pupils","2002","2002","009","9 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2002","2002","009","9 years","112","Senior infants","Number","3"
"EDA42","Primary Pupils","2002","2002","009","9 years","113","1st class","Number","40"
"EDA42","Primary Pupils","2002","2002","009","9 years","114","2nd class","Number","1523"
"EDA42","Primary Pupils","2002","2002","009","9 years","115","3rd class","Number","29137"
"EDA42","Primary Pupils","2002","2002","009","9 years","116","4th class","Number","21393"
"EDA42","Primary Pupils","2002","2002","009","9 years","117","5th class","Number","350"
"EDA42","Primary Pupils","2002","2002","009","9 years","118","6th class","Number",""
"EDA42","Primary Pupils","2002","2002","009","9 years","121","Pupils with special needs in mainstream national schools","Number","1161"
"EDA42","Primary Pupils","2002","2002","009","9 years","122","Pupils in special national schools","Number","499"
"EDA42","Primary Pupils","2002","2002","009","9 years","130","Pupils in private primary schools","Number","730"
"EDA42","Primary Pupils","2002","2002","010","10 years","1","All first level school programmes","Number","56385"
"EDA42","Primary Pupils","2002","2002","010","10 years","11","All mainstream national school programmes","Number","53796"
"EDA42","Primary Pupils","2002","2002","010","10 years","110","All first level education institutions aided by the Department of Education and Skills","Number","55590"
"EDA42","Primary Pupils","2002","2002","010","10 years","111","Junior infants","Number",""
"EDA42","Primary Pupils","2002","2002","010","10 years","112","Senior infants","Number",""
"EDA42","Primary Pupils","2002","2002","010","10 years","113","1st class","Number","3"
"EDA42","Primary Pupils","2002","2002","010","10 years","114","2nd class","Number","69"
"EDA42","Primary Pupils","2002","2002","010","10 years","115","3rd class","Number","1642"
"EDA42","Primary Pupils","2002","2002","010","10 years","116","4th class","Number","30292"
"EDA42","Primary Pupils","2002","2002","010","10 years","117","5th class","Number","21345"
"EDA42","Primary Pupils","2002","2002","010","10 years","118","6th class","Number","445"
"EDA42","Primary Pupils","2002","2002","010","10 years","121","Pupils with special needs in mainstream national schools","Number","1287"
"EDA42","Primary Pupils","2002","2002","010","10 years","122","Pupils in special national schools","Number","507"
"EDA42","Primary Pupils","2002","2002","010","10 years","130","Pupils in private primary schools","Number","795"
"EDA42","Primary Pupils","2002","2002","011","11 years","1","All first level school programmes","Number","57370"
"EDA42","Primary Pupils","2002","2002","011","11 years","11","All mainstream national school programmes","Number","54591"
